"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","SessionID","User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Access Log","communityBoardID","isDeleted","Policy Area","Need Group","Agency","Type","Need","Request","Dropdown Combinations","Dropdown Logic","Budget Request Title Please give your budget request a short and recognizable title that will allow it to be readily identified (ex. PS 41 Amenity Upgrade)","Continued Support:Please check the box below if you'd like to mark this request for Continued Support","Budget Request - Continued Support Checkbox Visibility","Explanation","Is this request specific to a particular site, location, or facility?","Address:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Site or Facility Name:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Facility Name:Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Cross-Street 1 (for Street Segment):Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","Cross-Street 2 (for Street Segment):Request Location (complete all that apply) For addresses, please select an option from the Address Search drop down where possible.","address-search.js","On Street (Enter Street Name):Complete the following if your request is for a street segment","Cross Street 1:Complete the following if your request is for a street segment","Cross Street 2:Complete the following if your request is for a street segment","Side of Street (if only one-side):Complete the following if your request is for a street segment","Street Name:Complete the following if your request is for an intersection","Intersection - Street 1:Complete the following if your request is for an intersection","Intersection - Street 2:Complete the following if your request is for an intersection","Compass Direction (if streets intersect twice):Complete the following if your request is for an intersection","Supporter 1","Supporter 2","1:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","2:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","3:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","4:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","5:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","6:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","7:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","8:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","9:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","10:Would you like to upload any supporting documentation? (Up to 2 files, max. file size: 500KB)","previousFYAgencyResponse","previousFYAgencyCategoryResponse","currentFYAgencyResponse","currentFYAgencyCategoryResponse","previousFYRanking","currentFYRanking","Previous Year ID","Current Year ID"
"4552","Aug 20, 2024 4:35:00 pm","Aug 20, 2024 4:36:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186102_66c4fdf62b8bd3.36376389","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","","","Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","","","Major need for a dog park in Bronx Park East.There is currently a dog park on the other side of Pelham Parkway, which is the Bronx River dog run. In order for anyone living on the Allerton Avenue side to bring their dog, you would have to have a car, ride the bus or take the train 1 or 2 stops to get to it when we should be able to walk to a dog park.  Suggesting to put a dog park in Bronx Park East, on the Allerton side possibly near Adee and Burke Ave’s – which would be more convenient to the community of pet owners that live on this side. The Bronx Park East, Allerton community has over 150 dogs –possibly more. We have overweight dogs in the Bronx, simply because there is nowhere to exercise our dogs. Will NYC Parks advocate on behalf of the pet/owners of CB11 to our elected officials? ","Yes","","","","","","","Bronx Park East/Allerton Road side. ","Bronx Park East ","Allerton ","","","","",""," Bobbi Mitchell | Community Member  ","Paws on Pelham Parkway ","","","","","","","","","","","Parks Department funds are insufficient for this purpose. We recommend this request be brought to the attention of your Council Members.","The agency supports this request, but funding is not available at this time","","","6","","111202506C","7531899-4552-2026-BX11-C"
"4553","Aug 20, 2024 4:37:00 pm","Aug 20, 2024 4:38:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186222_66c4fe6e1e96d6.44383283","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Expense","Traffic and traffic flow","Conduct traffic or parking studies","","","Conduct traffic or parking studies","","","Request: Safe Boston Road Study  Explanation: Boston Road is one of the most dangerous roads in the city with thousands of injuries each year and is particularly pedestrian and cyclist unfriendly. DoT should conduct a study on how the adoption of Safe Streets protocols like wider sidewalks, narrower travel lanes, pedestrian islands, and others could help to reduce the traffic violence on this vital link for the CB11 community.","Yes","","","","","","","Boston Road","","","","","","","","Ryan Barthel | Bx CB11 Member","","","","","","","","","","","","","","","","6","","111202506E","7531899-4553-2026-BX11-E"
"4554","Aug 20, 2024 4:39:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186342_66c4fee65a9501.08980403","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","","","Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)","","","We need the Pelham Parkway playground to be fully renovated.  It is in horrible condition and is heavily used by the children of our community and community organizations like Bronx House Pre-K, NYCHA residents, MMCC Corner Stone afterschool program, and many more. It is the only playground in the vicinity along with the aforementioned, park enforcement is requested. ","No","","","","","","","","","","","","","","","","","","","","","","","","","","","This request includes more than one proposal.  Funding for part is recommended.","The agency agrees with this request, but funding cannot be determined at this time","","","7","","111202507C","7531899-4554-2026-BX11-C"
"4555","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186406_66c4ff26c3e210.46760656","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Expense","Park maintenance and safety","Other park maintenance and safety requests","","","Other park maintenance and safety requests","","","Request: Increase Park Maintenance and Active Park Enforcement and Patrol- Increase for Parks staffing of the Bx CB 11 Pelham Parkway Parks areas parks encompassing the district zip codes of 10460, 10461, 10462, 10467 and 10469, but in particular the 10462 and 10467 areas. Explanation: There are ongoing issues of loitering afterhours, causing damage to the park/landscape, infrastructure and overall community enjoyment. Additionally, The greenway is being used as parks for recreation. There are barbeques, alcohol consumption, and unsanitary behaviors affecting the quality of the parkland. Response time from parks has taken several hours to address. The request is for having consistent park maintenance and patrol. Having the largest green space in the city, can NYC Parks increase the funding","No","","","","","","","","","","","","","","","Friends of Pelham Parkway | Roxanne Delgado","","","","","","","","","","","","","","","","7","","111202507E","7531899-4555-2026-BX11-E"
"4556","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186416_66c4ff30c460f5.66931252","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Capital","Transportation infrastructure","Repair or provide new street lights","","","Repair or provide new street lights","","","Request: ADDITIONAL STREET LIGHTING ALONG MTA WALL  Explanation: In Van Nest, the MTA Wall runs a span of five blocks from Adams Street to Garfield Street. It is highly trafficked and in the evening very dark and not safe. Over the past 12 years, there have been many robberies on this stretch and one rape. ","Yes","","","","","","","Request: ADDITIONAL STREET LIGHTING ALONG MTA WALL Explanation: In Van Nest, the MTA Wall runs a span of five blocks from Adams Street to Garfield Street. It is highly trafficked and in the evening very dark and not safe. Over the past 12 years, there have been many robberies on this stretch and one rape.","Adams Street","Garfield Street","","","","","","Bernadette Ferrara - CB 11 Chair","","","","","","","","","","","","","","","","8","","111202508C","7531899-4556-2026-BX11-C"
"4557","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186427_66c4ff3bd81e21.15677955","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Expense","Park maintenance and safety","Other park maintenance and safety requests","","","Other park maintenance and safety requests","","","There needs to be more funding to combat Pest Control for Rat/Rodent infestations in Bronx Park East and Van Nest Parks.  Residents and children have been assaulted with rats running over their feet as the sit and/or play. ","Yes","","Bronx Park East Park | Van Nest Park ","","","","","","","","","","","","","Bernadette Ferrara ","","","","","","","","","","","","","","","","8","","111202508E","7531899-4557-2026-BX11-E"
"4558","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186426_66c4ff3ad121f9.77519569","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Housing, Economic Development, and Land Use","Needs for Housing","New York City Housing Authority (NYCHA)","Capital","Public housing upgrades or renovations","Renovate or upgrade public housing developments","","","Renovate or upgrade public housing developments","","","Complete renovation of the NYCHA Pelham Parkway playground is needed.  The existing are hazardous.  This playground is a community hub used by community organizations like Bronx House Pre-K, NYCHA residents, MMCC Corner Stone afterschool program, seniors and many more. It is the only playground in the vicinity and it is in deplorable condition.  Can the NYC alongside Parks fund the capital improvement of this project.","Yes","910 MACE AVENUE, Bronx, NY, USA"," 910 Mace Ave, Bronx, NY 10469","","","","","","","","","","","","","Roxanne Delgado.  ","Friends of Pelham Parkway ","","","","","","","","","","","","","","","9","","111202509C","7531899-4558-2026-BX11-C"
"4559","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186439_66c4ff47e3b319.11039738","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Expense","Traffic and traffic flow","Improve traffic and pedestrian safety, including traffic calming","","","Improve traffic and pedestrian safety, including traffic calming","","","Request: The repaving of the sidewalk on Astor between Wallace and Barnes. Currently the condition is in violation of the ADA accessibility law.  Explanation: Pedestrians from seniors with limited mobility using walkers, canes or parents with strollers, and residents run the risk of injury if the paving is not fixed. Will the DOT fund this repaving request? Responsible Agency: DOT ","Yes","","","","","","","Astor Avenue","Wallace Avenue","Barnes Avenue","","","","","","Roxanne Delgado | Friends of Pelham Parkway","","","","","","","","","","","","","","","","9","","111202509E","7531899-4559-2026-BX11-E"
"4560","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186451_66c4ff53c4e161.50863111","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Capital","Traffic and traffic flow","Other traffic improvement requests","","","Other traffic improvement requests","","","Request: Parking Garage/Lot on Williamsbridge Road between CBs 11 (or parts thereof, zip codes 10460, 10461, 10462, 10467 and 10469), & CB 12s.  Explanation: Parking is scarce in the Williambridge Road area making it difficult for residents to find and access street parking.  The current congestion is presenting a problem for resident and pedestrians. A multilevel parking lot and/or large garage is needed in this community to alleviate the already congested dilemma. Additionally, with the impending new Metro North station coming to the area this situation is bound to exacerbate.  Can the Department of Transportation review the area to find and source a location for the requested lot and fund the request the request? ","Yes","","","","","","","Williamsbridge Road between ","Pelham Parkway ","Boston Road","","","","","","","","","","","","","","","","","","","","","","10","","111202510C","7531899-4560-2026-BX11-C"
"4561","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186438_66c4ff46d21e26.13386365","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Transportation and Mobility","Needs for Traffic and Transportation Infrastructure","Department of Transportation (DOT)","Expense","Traffic and traffic flow","Conduct traffic or parking studies","","","Conduct traffic or parking studies","","","Request: Implement educational programs promoting the advantages of public transport and non-motorized travel options.  Explanation: With growing concerns over emissions and congestion, it&#39;s imperative for residents to consider sustainable transport options. These programs will showcase the benefits of public transport, cycling, and walking, leading to a greener, more mobile Bronx CD 11.","No","","","","","","","","","","","","","","","Bx CB11 Transportation Community and Edward Perez, Bx CB 11 Board Member.","","","","","","","","","","","","","","","","10","","111202510E","7531899-4561-2026-BX11-E"
"4562","Aug 20, 2024 4:40:00 pm","Aug 20, 2024 4:40:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186450_66c4ff52f177b5.61434085","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Parks, Cultural, and Other Community Facilities","Needs for Parks","Department of Parks and Recreation (DPR)","Capital","Park, buildings, and access improvements","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","","","Improve access to a park or amenity (i.e. playground, outdoor athletic field)","","","Request: Compost Drop-off Hosting Site  Explanation: Bronx Park East Farmers Market in front of Brady playground. Requests to be a compost drop-off hosting site at farmers market, which runs from June to November annually. Additionally, supported by the educational materials and resources to share with the community. Will the Park Department support this request?","No","","","","","","","","","","","","","","","Judi Desire | Bronx Park East Farmers Market, Bx 10462","","","","","","","","","","","","","","","","11","","111202511C","7531899-4562-2026-BX11-C"
"4563","Aug 20, 2024 4:41:00 pm","Aug 20, 2024 4:41:00 pm","Complete","","","","English","https://survey.alchemer.com/s3/7531899/Community-Board-Budget-Request?snc=1724185075_66c4f9f3b648f1.16319267&ssoconfirmation=blJrbUtDSFhOQTJTM2dJfllfeUtuc094OWxfc3Fpd1N4bXFEU09BNExxfmR4T3NfWFhNZ25vMGV1R2htM2g3dURnSDBXWTQ2VXRSY212cG81VFF4WktaZ09fYzV2Q192cHdpcEVSN2Q4THhUU2hoUjV3U3Q5NnJ6UXJONUx5MDczVXU3eHRGZkRERDdzNWNfdUlyWlpVOG9kTDRHWUtURmMzTjRLZVQ5MXJzLA%3D%3D","1724186463_66c4ff5fc780f0.10907179","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 OPR/111.0.0.0","","108.29.51.210","-73.95020294","40.78089905","United States","New York","NY","10128","","BX11","","Parks, Cultural, and Other Community Facilities","Needs for Library Services","New York Public Library (NYPL)","Expense","Library facilities, equipment and programs","Extend library hours, expand library programs, and enhance library collections","","","Extend library hours, expand library programs, and enhance library collections","","","In the past fiscal year, the New York Public Library (NYPL) prioritized youth and education, establishing 15 new teen centers in Bronx, Manhattan, and Staten Island ahead of the school year. Additionally, the after-school program will extend to 18 new locations, totaling 50 across the three boroughs (9 in Manhattan, 5 in the Bronx, and 4 in Staten Island). NYPL is also exploring initiatives to aid adults, seniors, and recently arrived asylum seekers near our branches. To better serve patrons, NYPL aims to expand digital and in-person collections, offer skills-based and technical programs, and create accessible community spaces for learning and connection. We request increased expense funding from the OMB for the upcoming fiscal year. Can OMB provide the necessary support?","No","","","","","","","","","","","","","","","OFFICE OF GOVERNMENT AND COMMUNITY AFFAIRS","","","","","","","","","","","","","","","","11","","111202511E","7531899-4563-2026-BX11-E"
